order_id,customer_id,order_date
120,15511,2023-02-22
121,18649,2023-07-18
122,2235,2023-04-16
123,22783,2023-06-02
124,41832,2023-08-07
125,27791,2023-07-20
126,12917,2023-04-25
127,47910,2023-03-21
128,1322,2023-12-05
129,32114,2023-11-16
130,26517,2023-07-22
131,49146,2023-03-11
132,41,2023-11-01
133,30833,2023-06-25
134,37815,2023-08-17
135,32494,2023-02-19
136,48866,2023-03-26
137,24358,2023-06-17
138,41712,2023-03-13
139,34704,2023-10-16
140,41902,2023-02-06
141,47109,2023-11-19
142,37983,2023-10-26
143,883,2023-12-06
144,15797,2023-08-08
145,14616,2023-02-15
146,14918,2023-02-17
147,21883,2023-02-08
148,16108,2023-06-27
149,30127,2023-07-28
150,26469,2023-11-16
151,16422,2023-04-19
152,13805,2023-05-14
153,16408,2023-02-19
154,19942,2023-07-10
155,10651,2023-03-27
156,5480,2023-09-20
157,18548,2023-11-10
158,46677,2023-07-10
159,13555,2023-06-05
160,33510,2023-04-13
161,45080,2023-11-13
162,30008,2023-07-21
163,24102,2023-02-21
164,29577,2023-08-05
165,6128,2023-05-10
166,23903,2023-01-03
167,29332,2023-06-08
168,8225,2023-10-06
169,48478,2023-07-06
170,13425,2023-04-25
171,24508,2023-01-04
172,38668,2023-04-22
173,4360,2023-11-26
174,48714,2023-05-24
175,2022,2023-08-23
176,369,2023-01-10
177,40985,2023-01-22
178,11803,2023-04-23
179,1869,2023-02-19
180,49593,2023-11-26
181,3999,2023-01-11
182,24759,2023-09-18
183,16054,2023-04-08
184,17699,2023-11-09
185,5830,2023-11-07
186,43714,2023-06-15
187,38706,2023-05-02
188,17350,2023-12-26
189,19603,2023-10-20
190,29940,2023-10-13
191,49821,2023-09-02
192,5957,2023-02-06
193,43121,2023-03-23
194,33053,2023-08-25
195,21747,2023-03-14
196,18875,2023-09-12
197,49697,2023-10-21
198,16741,2023-04-03
199,14477,2023-04-13
200,13324,2023-12-14
201,23163,2023-02-05
202,49664,2023-02-12
203,40912,2023-06-16
204,32325,2023-02-18
205,33669,2023-01-22
206,5110,2023-04-23
207,10625,2023-11-08
208,29417,2023-08-15
209,31614,2023-06-15
210,23587,2023-12-26
211,29633,2023-11-13
212,19296,2023-11-02
213,15680,2023-08-01
214,44909,2023-07-06
215,30833,2023-02-05
216,32469,2023-06-03
217,6107,2023-06-15
218,12241,2023-06-04
219,49131,2023-01-14
220,41017,2023-03-06
221,30208,2023-11-12
222,19958,2023-10-16
223,37553,2023-02-16
224,3957,2023-10-22
225,22864,2023-07-01
226,38041,2023-04-01
227,38728,2023-02-28
228,18741,2023-08-09
229,17882,2023-09-13
230,28529,2023-05-01
231,6728,2023-12-23
232,41061,2023-05-08
233,3504,2023-03-14
234,22418,2023-05-28
235,20568,2023-08-17
236,14692,2023-07-02
237,5681,2023-01-23
238,38526,2023-10-17
239,47779,2023-07-09
240,941,2023-11-24
241,18119,2023-11-12
242,13004,2023-10-03
243,41285,2023-10-28
244,30391,2023-08-22
245,39261,2023-08-14
246,27845,2023-01-17
247,38665,2023-06-07
248,21638,2023-05-03
249,10544,2023-01-03
250,30101,2023-03-04
251,33779,2023-04-21
252,24927,2023-09-18
253,44253,2023-10-07
254,1603,2023-07-13
255,5505,2023-11-27
256,34775,2023-07-15
257,19266,2023-02-01
258,9052,2023-03-04
259,13724,2023-10-15
260,48891,2023-11-19
261,13322,2023-06-13
262,24802,2023-06-03
263,18186,2023-11-16
264,40288,2023-07-15
265,48327,2023-06-27
266,22873,2023-02-23
267,40601,2023-02-21
268,6063,2023-10-23
269,9889,2023-05-08
270,20744,2023-03-01
271,6942,2023-09-22
272,16965,2023-01-27
273,1308,2023-07-13
274,1940,2023-11-22
275,37762,2023-10-02
276,32790,2023-10-10
277,42559,2023-08-16
278,11329,2023-07-09
279,2483,2023-03-06
280,46841,2023-07-24
281,31061,2023-11-26
282,168,2023-07-08
283,33379,2023-02-05
284,21151,2023-10-21
285,15331,2023-03-18
286,6888,2023-09-03
287,25000,2023-10-26
288,12641,2023-10-02
289,42942,2023-01-08
290,27542,2023-06-05
291,4496,2023-07-07
292,47030,2023-04-25
293,11060,2023-10-02
294,11870,2023-05-15
295,25490,2023-12-23
296,46635,2023-04-19
297,48580,2023-01-14
298,36276,2023-10-08
299,9112,2023-04-25
300,40922,2023-06-13
301,37846,2023-01-05
302,44947,2023-11-25
303,35404,2023-08-16
304,16485,2023-11-12
305,41951,2023-02-06
306,28086,2023-06-05
307,32436,2023-02-26
308,4617,2023-10-25
309,29183,2023-10-19
310,16457,2023-12-19
311,28689,2023-09-06
312,34488,2023-05-27
313,13112,2023-04-12
314,16189,2023-06-06
315,23753,2023-07-23
316,11935,2023-03-11
317,12480,2023-02-23
318,23358,2023-12-12
319,41421,2023-05-20
320,13664,2023-02-01
321,44468,2023-07-15
322,2815,2023-12-23
323,310,2023-10-25
324,32517,2023-08-21
325,8821,2023-08-22
326,41626,2023-08-05
327,227,2023-03-19
328,5484,2023-12-20
329,30843,2023-10-27
330,13642,2023-11-12
331,27209,2023-10-09
332,40075,2023-01-11
333,20727,2023-09-12
334,2392,2023-08-26
335,25507,2023-08-03
336,4235,2023-11-05
337,17543,2023-02-14
338,18430,2023-05-17
339,48737,2023-01-04
340,2200,2023-07-19
341,33954,2023-11-21
342,6697,2023-08-24
343,12908,2023-11-11
344,17705,2023-02-10
345,23804,2023-08-23
346,22112,2023-08-25
347,13310,2023-04-20
348,14511,2023-06-28
349,38254,2023-01-21
350,9909,2023-06-27
351,7830,2023-03-04
352,17948,2023-10-10
353,41087,2023-12-19
354,787,2023-07-23
355,48640,2023-02-04
356,15982,2023-10-27
357,34656,2023-06-11
358,49924,2023-05-03
359,13410,2023-12-20
360,26484,2023-09-18
361,46937,2023-03-09
362,10411,2023-04-07
363,30221,2023-06-10
364,14612,2023-11-06
365,32419,2023-12-13
366,43939,2023-08-14
367,36840,2023-07-11
368,17244,2023-05-05
369,913,2023-06-21
370,37397,2023-02-02
371,15522,2023-02-07
372,39551,2023-10-05
373,29148,2023-09-06
374,25192,2023-02-24
375,20967,2023-07-15
376,12997,2023-05-08
377,19346,2023-03-15
378,26818,2023-07-12
379,17151,2023-12-15
380,33719,2023-12-27
381,41227,2023-07-12
382,26378,2023-07-01
383,49007,2023-12-07
384,13265,2023-02-11
385,18841,2023-02-07
386,49021,2023-08-28
387,42377,2023-02-25
388,45018,2023-03-10
389,807,2023-02-13
390,24307,2023-05-27
391,39409,2023-01-14
392,19229,2023-01-05
393,4576,2023-08-15
394,21821,2023-10-03
395,23893,2023-12-10
396,44616,2023-12-04
397,8065,2023-01-18
398,29385,2023-09-22
399,48395,2023-06-18
400,34171,2023-12-15
401,12309,2023-10-13
402,24464,2023-02-04
403,42047,2023-05-13
404,15535,2023-02-10
405,28948,2023-10-27
406,47163,2023-08-08
407,47461,2023-09-08
408,46314,2023-06-08
409,47565,2023-02-27
410,14056,2023-04-15
411,14219,2023-08-23
412,30609,2023-10-21
413,19225,2023-02-02
414,46545,2023-08-20
415,34447,2023-04-18
416,44809,2023-04-09
417,1996,2023-09-17
418,27865,2023-08-19
419,24518,2023-07-23
420,8704,2023-11-08
421,32933,2023-09-13
422,18056,2023-01-02
423,22180,2023-04-20
424,26985,2023-02-20
425,15287,2023-04-27
426,43132,2023-03-07
427,11973,2023-05-03
428,23646,2023-02-14
429,40153,2023-08-11
430,14097,2023-05-16
431,11997,2023-02-28
432,45814,2023-02-11
433,1987,2023-10-09
434,40667,2023-11-17
435,18761,2023-12-27
436,34023,2023-10-06
437,37068,2023-10-17
438,28447,2023-10-13
439,2916,2023-02-28
440,30326,2023-01-01
441,37453,2023-12-01
442,14565,2023-12-24
443,11299,2023-04-16
444,28864,2023-01-07
445,25904,2023-11-11
446,36805,2023-04-10
447,9655,2023-06-13
448,40570,2023-06-10
449,43124,2023-01-05
450,43686,2023-04-14
451,15340,2023-05-26
452,48289,2023-08-28
453,42730,2023-09-13
454,45302,2023-09-05
455,45222,2023-12-10
456,2747,2023-01-26
457,15152,2023-06-21
458,6787,2023-09-21
459,22388,2023-04-15
460,27065,2023-08-05
461,43757,2023-11-19
462,29877,2023-06-15
463,27484,2023-09-13
464,9633,2023-09-04
465,19500,2023-11-08
466,30865,2023-08-04
467,4669,2023-09-20
468,18578,2023-03-21
469,30081,2023-10-07
470,33871,2023-06-11
471,40544,2023-10-18
472,30032,2023-03-03
473,42839,2023-02-05
474,47851,2023-02-16
475,29783,2023-03-16
476,40640,2023-08-23
477,34532,2023-09-16
478,46036,2023-01-22
479,25541,2023-05-04
480,32882,2023-04-16
481,19593,2023-01-03
482,25898,2023-09-24
483,37401,2023-01-23
484,25917,2023-02-16
485,38714,2023-11-25
486,23623,2023-08-18
487,21228,2023-02-03
488,14670,2023-03-23
489,43011,2023-04-04
490,37401,2023-10-21
491,34592,2023-11-14
492,6363,2023-03-03
493,45618,2023-03-12
494,11261,2023-06-25
495,432,2023-02-27
496,30054,2023-10-11
497,33586,2023-03-25
498,30887,2023-03-26
499,3346,2023-07-13
500,28328,2023-10-18
501,28845,2023-07-21
502,20640,2023-09-21
503,39343,2023-10-21
504,668,2023-03-15
505,23811,2023-11-14
506,13299,2023-09-13
507,44789,2023-04-26
508,38375,2023-04-08
509,46333,2023-11-02
510,10574,2023-11-27
511,8267,2023-04-02
512,9001,2023-07-23
513,31727,2023-06-16
514,41340,2023-03-27
515,39252,2023-06-27
516,27917,2023-02-26
517,29108,2023-12-22
518,43553,2023-08-14
519,43441,2023-09-07
520,40848,2023-02-04
521,41256,2023-11-21
522,12404,2023-11-01
523,20969,2023-08-21
524,7650,2023-10-11
525,38756,2023-04-06
526,31183,2023-08-25
527,15504,2023-01-21
528,43155,2023-12-20
529,39887,2023-10-10
530,40644,2023-11-06
531,47659,2023-08-05
532,41304,2023-04-27
533,42273,2023-02-05
534,29976,2023-02-16
535,10614,2023-12-19
536,38678,2023-12-05
537,44166,2023-06-08
538,42095,2023-04-07
539,32229,2023-10-18
540,34151,2023-04-06
541,21682,2023-07-10
542,8325,2023-01-06
543,30283,2023-12-23
544,26403,2023-12-06
545,31121,2023-08-09
546,22153,2023-05-26
547,4099,2023-06-18
548,28164,2023-09-10
549,7382,2023-11-26
550,47484,2023-07-16
551,7752,2023-01-27
552,15854,2023-12-17
553,25646,2023-01-18
554,18990,2023-09-04
555,37020,2023-04-13
556,28931,2023-03-22
557,43571,2023-11-11
558,8361,2023-12-09
559,23479,2023-09-14
560,18027,2023-08-23
561,9560,2023-04-24
562,34595,2023-01-14
563,40010,2023-08-28
564,45823,2023-05-28
565,49863,2023-07-10
566,15020,2023-09-16
567,12203,2023-04-19
568,9479,2023-10-12
569,6703,2023-05-23
570,9692,2023-09-11
571,32960,2023-12-17
572,49817,2023-12-01
573,40240,2023-08-06
574,44061,2023-10-06
575,42240,2023-11-13
576,5977,2023-02-23
577,45488,2023-04-13
578,36860,2023-03-03
579,47620,2023-10-02
580,12419,2023-08-26
581,27680,2023-06-09
582,24707,2023-10-21
583,20166,2023-05-08
584,875,2023-10-04
585,745,2023-04-05
586,1200,2023-08-17
587,36827,2023-10-09
588,3911,2023-01-04
589,46777,2023-04-13
590,22088,2023-09-26
591,13626,2023-12-10
592,5379,2023-09-06
593,31756,2023-09-17
594,8349,2023-12-01
595,21394,2023-01-14
596,40280,2023-12-13
597,48242,2023-10-27
598,13250,2023-07-01
599,5092,2023-03-27
600,34132,2023-01-24
601,24824,2023-11-01
602,23040,2023-04-03
603,19563,2023-06-07
604,26395,2023-01-25
605,32645,2023-05-28
606,40404,2023-09-20
607,6623,2023-05-10
608,22633,2023-03-23
609,41377,2023-05-21
610,26364,2023-12-03
611,5890,2023-12-07
612,44889,2023-12-12
613,23088,2023-08-26
614,7696,2023-03-24
615,49216,2023-11-10
616,32936,2023-12-01
617,27897,2023-08-22
618,19990,2023-05-20
619,7255,2023-12-06
620,39120,2023-01-13
621,15205,2023-03-14
622,42169,2023-12-08
623,3453,2023-02-12
624,7739,2023-04-06
625,9439,2023-07-26
626,42746,2023-04-07
627,6079,2023-02-22
628,13145,2023-01-05
629,32423,2023-02-20
630,11246,2023-11-12
631,12137,2023-01-25
632,38052,2023-11-05
633,7029,2023-10-05
634,34869,2023-09-16
635,6216,2023-02-21
636,5153,2023-04-16
637,10940,2023-02-22
638,38883,2023-09-25
639,759,2023-01-03
640,39233,2023-02-12
641,9067,2023-10-14
642,7160,2023-10-14
643,36487,2023-01-26
644,46143,2023-07-15
645,31279,2023-06-03
646,31495,2023-01-17
647,3481,2023-09-24
648,158,2023-02-07
649,17652,2023-10-05
650,40658,2023-01-10
651,46717,2023-12-22
652,16226,2023-10-10
653,9772,2023-07-09
654,13474,2023-07-27
655,36465,2023-06-11
656,14951,2023-10-13
657,33525,2023-01-12
658,36351,2023-10-08
659,14141,2023-07-17
660,41853,2023-06-06
661,47635,2023-08-01
662,8077,2023-11-27
663,40390,2023-11-15
664,3934,2023-09-04
665,2098,2023-07-23
666,41025,2023-01-11
667,21101,2023-05-13
668,5183,2023-11-23
669,29833,2023-06-05
670,15021,2023-10-09
671,7895,2023-12-17
672,1853,2023-09-06
673,31345,2023-12-01
674,8936,2023-07-13
675,41627,2023-06-09
676,23859,2023-04-12
677,2812,2023-06-08
678,30281,2023-11-23
679,21790,2023-01-12
680,1728,2023-07-21
681,12744,2023-06-16
682,13338,2023-03-13
683,17515,2023-02-07
684,15538,2023-09-22
685,1257,2023-03-07
686,22619,2023-09-09
687,17998,2023-10-22
688,27569,2023-06-16
689,35710,2023-03-18
690,22378,2023-09-08
691,2093,2023-09-06
692,10936,2023-12-12
693,31156,2023-07-18
694,20780,2023-02-27
695,14157,2023-05-21
696,23442,2023-01-07
697,4706,2023-05-11
698,3307,2023-05-09
699,12298,2023-07-26
700,6349,2023-01-09
701,39166,2023-01-27
702,7736,2023-04-12
703,30427,2023-11-11
704,33264,2023-02-05
705,38243,2023-05-20
706,29006,2023-08-28
707,23010,2023-09-22
708,41485,2023-02-01
709,46866,2023-01-25
710,43509,2023-10-27
711,48053,2023-08-12
712,27611,2023-08-27
713,2979,2023-02-23
714,9820,2023-07-22
715,44951,2023-06-19
716,14672,2023-11-21
717,32441,2023-01-14
718,42661,2023-08-21
719,29401,2023-05-23
720,19022,2023-05-26
721,40657,2023-08-03
722,27874,2023-03-22
723,9738,2023-08-07
724,44343,2023-11-01
725,42849,2023-02-16
726,42612,2023-05-04
727,16836,2023-06-23
728,12303,2023-02-15
729,6313,2023-02-06
730,4932,2023-02-06
731,9426,2023-12-20
732,39345,2023-08-20
733,4828,2023-10-07
734,32279,2023-10-19
735,3950,2023-04-23
736,35901,2023-08-15
737,2397,2023-07-18
738,34625,2023-09-23
739,45053,2023-10-04
740,36216,2023-09-02
741,40302,2023-12-12
742,16970,2023-01-24
743,15186,2023-12-11
744,7511,2023-03-23
745,43042,2023-10-01
746,3736,2023-03-04
747,38424,2023-09-24
748,36279,2023-01-20
749,1739,2023-05-27
750,43601,2023-02-03
751,1628,2023-05-28
752,38671,2023-08-18
753,26195,2023-11-20
754,925,2023-02-26
755,32094,2023-05-04
756,5951,2023-05-09
757,13914,2023-07-24
758,46340,2023-02-02
759,13077,2023-03-15
760,35715,2023-08-01
761,7183,2023-08-16
762,11006,2023-12-10
763,32764,2023-10-13
764,38943,2023-12-23
765,5359,2023-09-23
766,36998,2023-08-25
767,1299,2023-11-28
768,43,2023-11-24
769,2649,2023-03-09
770,27936,2023-09-01
771,26972,2023-02-07
772,46703,2023-06-27
773,14061,2023-07-23
774,1843,2023-08-04
775,45618,2023-04-06
776,3926,2023-11-19
777,40842,2023-03-20
778,35672,2023-08-14
779,20661,2023-10-27
780,9955,2023-08-25
781,46967,2023-04-18
782,23577,2023-09-18
783,21930,2023-03-19
784,33892,2023-05-24
785,35599,2023-01-21
786,34980,2023-05-06
787,8369,2023-12-27
788,46467,2023-05-08
789,40834,2023-03-09
790,40986,2023-04-24
791,46514,2023-07-25
792,15945,2023-09-09
793,32399,2023-07-04
794,2377,2023-05-24
795,464,2023-11-26
796,43612,2023-07-08
797,32436,2023-05-23
798,33690,2023-03-15
799,49920,2023-10-08
800,41617,2023-01-27
801,27548,2023-04-11
802,10013,2023-04-15
803,3079,2023-03-03
804,33381,2023-03-19
805,35457,2023-09-28
806,43551,2023-10-26
807,42781,2023-11-23
808,18521,2023-06-17
809,25892,2023-01-11
810,47777,2023-04-06
811,40200,2023-04-02
812,15938,2023-05-27
813,13831,2023-07-09
814,13714,2023-02-13
815,22331,2023-11-25
816,6929,2023-05-21
817,24217,2023-11-28
818,4048,2023-12-04
819,31331,2023-01-03
820,25050,2023-12-02
821,48303,2023-05-28
822,13691,2023-04-02
823,22120,2023-10-13
824,10153,2023-11-17
825,32774,2023-09-22
826,46103,2023-12-07
827,20508,2023-12-12
828,45552,2023-04-02
829,20528,2023-01-19
830,583,2023-01-13
831,12084,2023-05-17
832,45182,2023-06-05
833,46008,2023-02-02
834,29275,2023-04-13
835,8423,2023-09-08
836,12438,2023-07-06
837,9827,2023-08-14
838,41866,2023-03-25
839,35507,2023-05-24
840,24411,2023-05-17
841,48181,2023-01-18
842,34976,2023-02-18
843,46462,2023-01-02
844,45498,2023-04-01
845,37857,2023-03-20
846,4851,2023-06-24
847,21682,2023-04-12
848,46567,2023-08-13
849,38583,2023-09-14
850,27422,2023-10-25
851,44000,2023-07-26
852,38583,2023-03-24
853,1156,2023-08-13
854,49240,2023-10-23
855,15435,2023-04-07
856,16377,2023-08-26
857,44154,2023-06-01
858,20518,2023-11-25
859,23627,2023-10-14
860,24363,2023-09-14
861,4917,2023-02-21
862,47541,2023-07-25
863,6192,2023-07-17
864,12872,2023-08-08
865,44549,2023-08-21
866,11665,2023-01-18
867,34235,2023-10-20
868,35165,2023-05-16
869,30533,2023-04-10
870,13776,2023-06-03
871,35514,2023-11-21
872,15338,2023-09-03
873,24005,2023-12-16
874,5770,2023-08-12
875,6119,2023-12-04
876,44050,2023-03-10
877,25970,2023-10-18
878,34476,2023-08-03
879,3671,2023-03-23
880,2732,2023-12-17
881,43237,2023-05-12
882,21214,2023-04-21
883,44155,2023-07-22
884,40021,2023-08-28
885,7826,2023-09-25
886,25025,2023-08-04
887,41401,2023-02-16
888,12964,2023-02-10
889,17080,2023-02-15
890,4188,2023-09-27
891,33524,2023-06-09
892,16450,2023-03-12
893,37433,2023-01-18
894,28870,2023-12-28
895,30364,2023-01-03
896,26011,2023-01-21
897,17794,2023-12-01
898,20024,2023-03-25
899,38670,2023-05-16
900,17998,2023-04-15
901,43894,2023-02-12
902,37791,2023-02-21
903,35957,2023-02-07
904,657,2023-06-09
905,26784,2023-10-25
906,9072,2023-01-28
907,32373,2023-07-20
908,9460,2023-05-16
909,8078,2023-04-12
910,19541,2023-04-22
911,35799,2023-09-17
912,15792,2023-07-23
913,15705,2023-11-28
914,9525,2023-02-24
915,42549,2023-06-03
916,6285,2023-04-04
917,42403,2023-08-24
918,29674,2023-05-26
919,11118,2023-07-12
920,45102,2023-12-01
921,42283,2023-05-08
922,24288,2023-09-07
923,49540,2023-04-19
924,35670,2023-11-19
925,10250,2023-01-22
926,34288,2023-10-25
927,19494,2023-02-23
928,17244,2023-06-07
929,43734,2023-04-14
930,23008,2023-09-02
931,36938,2023-06-04
932,29283,2023-11-27
933,17939,2023-09-13
934,36786,2023-12-28
935,30555,2023-07-17
936,23626,2023-12-14
937,36975,2023-05-25
938,46193,2023-01-19
939,9462,2023-09-14
940,18466,2023-08-01
941,21969,2023-05-19
942,20807,2023-11-12
943,19348,2023-04-24
944,40261,2023-07-05
945,33148,2023-11-16
946,16412,2023-06-22
947,24854,2023-12-22
948,301,2023-04-06
949,38178,2023-02-28
950,29329,2023-10-19
951,1549,2023-06-21
952,69,2023-11-17
953,26856,2023-10-28
954,5730,2023-08-02
955,28081,2023-09-10
956,20385,2023-10-13
957,24162,2023-06-05
958,20171,2023-06-23
959,25836,2023-04-20
960,39871,2023-01-21
961,24745,2023-01-12
962,28329,2023-02-27
963,36754,2023-07-06
964,32921,2023-04-16
965,36106,2023-07-12
966,42593,2023-05-10
967,37588,2023-02-13
968,43402,2023-04-20
969,13344,2023-03-11
970,18459,2023-02-25
971,9267,2023-01-24
972,37714,2023-05-12
973,6129,2023-12-09
974,12482,2023-03-14
975,34301,2023-11-17
976,4152,2023-09-17
977,22480,2023-07-14
978,32597,2023-09-23
979,31752,2023-04-03
980,33089,2023-10-21
981,3390,2023-11-17
982,36312,2023-07-23
983,38230,2023-03-03
984,4701,2023-11-23
985,2555,2023-03-12
986,19246,2023-03-20
987,22370,2023-08-05
988,40642,2023-07-11
989,28210,2023-06-20
990,29476,2023-09-18
991,28241,2023-01-26
992,2363,2023-09-12
993,29480,2023-04-07
994,42125,2023-05-12
995,29535,2023-10-26
996,48886,2023-09-14
997,2823,2023-05-01
998,40025,2023-08-21
999,297,2023-01-07
1000,1876,2023-05-12
1001,7514,2023-10-18
1002,47737,2023-06-24
1003,30060,2023-03-24
1004,23327,2023-11-04
1005,26175,2023-06-19
1006,9911,2023-09-03
1007,38743,2023-09-26
1008,17600,2023-04-06
1009,38978,2023-12-15
1010,38737,2023-07-18
1011,25759,2023-04-08
1012,12134,2023-11-22
1013,46500,2023-11-16
1014,47407,2023-10-15
1015,49761,2023-03-26
1016,32126,2023-11-03
1017,26581,2023-05-03
1018,44999,2023-08-08
1019,23727,2023-01-08
1020,10635,2023-11-05
1021,49734,2023-02-24
1022,23808,2023-09-14
1023,2541,2023-06-21
1024,41537,2023-01-07
1025,23779,2023-01-24
1026,46197,2023-06-08
1027,32097,2023-05-16
1028,38810,2023-09-14
1029,31424,2023-11-04
1030,39875,2023-01-04
1031,48349,2023-12-22
1032,10936,2023-12-14
1033,38829,2023-05-26
1034,5279,2023-07-02
1035,49071,2023-10-24
1036,43746,2023-01-27
1037,41413,2023-08-04
1038,21573,2023-09-17
1039,13474,2023-02-02
1040,25920,2023-03-22
1041,32885,2023-05-12
1042,39587,2023-06-10
1043,22098,2023-04-09
1044,8324,2023-04-09
1045,47442,2023-02-16
1046,34616,2023-05-16
1047,48485,2023-06-27
1048,10601,2023-03-21
1049,28554,2023-08-10
1050,27134,2023-12-08
1051,30089,2023-07-01
1052,14125,2023-03-22
1053,43122,2023-05-11
1054,13302,2023-08-13
1055,27704,2023-08-04
1056,6139,2023-05-15
1057,30632,2023-10-10
1058,37205,2023-09-04
1059,45350,2023-03-26
1060,26693,2023-09-05
1061,14015,2023-10-14
1062,10514,2023-06-12
1063,7105,2023-06-10
1064,23252,2023-12-12
1065,18338,2023-09-02
1066,11087,2023-01-15
1067,29607,2023-10-22
1068,14743,2023-10-16
1069,33458,2023-10-22
1070,18305,2023-03-01
1071,45102,2023-09-27
1072,48467,2023-09-17
1073,37664,2023-09-01
1074,30833,2023-06-21
1075,30190,2023-03-18
1076,6994,2023-11-16
1077,33576,2023-06-20
1078,34516,2023-04-06
1079,11496,2023-11-11
1080,34418,2023-03-28
1081,45294,2023-09-12
1082,21101,2023-06-26
1083,46960,2023-05-13
1084,49226,2023-10-18
1085,3118,2023-12-24
1086,18371,2023-06-06
1087,7570,2023-11-27
1088,49163,2023-12-25
1089,29678,2023-05-04
1090,17823,2023-03-06
1091,30184,2023-09-15
1092,47114,2023-08-09
1093,36973,2023-08-13
1094,39016,2023-12-23
1095,34951,2023-07-01
1096,14454,2023-07-04
1097,48917,2023-10-14
1098,39277,2023-12-06
1099,15716,2023-10-17
1100,33675,2023-09-03
1101,10944,2023-10-27
1102,17710,2023-09-19
1103,1177,2023-06-19
1104,10195,2023-05-05
1105,29203,2023-08-28
1106,44900,2023-10-11
1107,21419,2023-09-02
1108,48248,2023-12-18
1109,48446,2023-12-23
1110,31076,2023-03-26
1111,8865,2023-08-28
1112,5408,2023-04-06
1113,24912,2023-08-13
1114,33827,2023-06-03
1115,19468,2023-05-27
1116,14166,2023-11-13
1117,16503,2023-02-12
1118,41535,2023-11-23
1119,32385,2023-04-10
1120,17583,2023-11-20
1121,43148,2023-09-13
1122,38486,2023-06-28
1123,47872,2023-08-16
1124,37102,2023-12-22
1125,46888,2023-11-18
1126,43329,2023-07-21
1127,28201,2023-05-17
1128,277,2023-12-09
1129,21218,2023-06-24
1130,13354,2023-02-27
1131,9238,2023-12-10
1132,37615,2023-04-11
1133,20918,2023-09-17
1134,30585,2023-04-20
1135,27322,2023-05-18
1136,48315,2023-06-26
1137,1105,2023-07-14
1138,2949,2023-10-02
1139,2962,2023-09-17
1140,38857,2023-01-05
1141,36726,2023-10-19
1142,12919,2023-03-11
1143,5876,2023-07-26
1144,42353,2023-11-18
1145,30223,2023-02-14
1146,41357,2023-10-13
1147,46014,2023-11-14
1148,48066,2023-06-02
1149,41284,2023-07-06
1150,16170,2023-05-26
1151,8577,2023-12-01
1152,27792,2023-01-10
1153,26548,2023-07-18
